1,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
2,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
3,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
4,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
5,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
6,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
7,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
8,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
9,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
10,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
11,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
12,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
13,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
14,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
15,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
16,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
17,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
18,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
19,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
20,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
21,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
22,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
23,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
24,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
25,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
26,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
27,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
28,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
29,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
30,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
31,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
32,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
33,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
34,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
35,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
36,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
37,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
38,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
39,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
40,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
41,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
42,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
43,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
44,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
45,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
46,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
47,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
48,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
49,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
50,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
51,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
52,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
53,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
54,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
55,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
56,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
57,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
58,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
59,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
60,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
61,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
62,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
63,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
64,SHOWCASE,CI,4300000,10000000,30000,N,FORUM MOTORS,TRUCK,LITE,24,13/01/2021,13/02/2021,SI,SI,SI,SI,0.6
